sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq,analysis_type
p02-Bunnrensk-Høviktoppen-c-15-2m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Alifater C12-C35,Sum alifater >C12-C35 (M1),30.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Alifater C5-C35,Sum alifater >C5-C35 (M1),30.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Benzen,Benzen,0.015,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Toluen,Toluen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Antracen,Antracen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Benzo(a)antracen,Benso(a)antracen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Benzo(ghi)perylen,Benso(ghi)perylen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Benzo(k)fluoranten,Benso(k)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Fenantren,Fenantren,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Fluoranten,Fluoranten,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Fluoren,Fluoren,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Krysen,Krysen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Naftalen,Naftalen,0.052,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Pyren,Pyren,0.01,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,As,As (Arsen),11.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Cd,Cd (Kadmium),0.02,mg/kg,,True,0.02,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Cr,Cr (Krom),76.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Cu,Cu (Kopper),35.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Hg,Hg (Kvikksølv),0.011,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Ni,Ni (Nikkel),110.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Pb,Pb (Bly),16.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-c-15-2m,Zn,Zn (Sink),68.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C16-C35,Alifater >C16-C35,13.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C12-C35,Sum alifater >C12-C35 (M1),13.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Alifater C5-C35,Sum alifater >C5-C35 (M1),13.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Benzen,Benzen,0.094,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Blandeprøve-pel-9260-9110,BTEX,Sum BTEX (M1),0.17,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Toluen,Toluen,0.078,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse
p02-Blandeprøve-pel-9260-9110,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse
p02-Blandeprøve-pel-9260-9110,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Antracen,Antracen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Benzo(a)antracen,Benso(a)antracen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,BaP,Benso(a)pyren^,0.011,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Benzo(ghi)perylen,Benso(ghi)perylen,0.011,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Benzo(k)fluoranten,Benso(k)fluoranten^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Fenantren,Fenantren,0.011,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Fluoranten,Fluoranten,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Fluoren,Fluoren,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Krysen,Krysen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Naftalen,Naftalen,0.067,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Pyren,Pyren,0.012,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse
p02-Blandeprøve-pel-9260-9110,As,As (Arsen),10.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Cd,Cd (Kadmium),0.02,mg/kg,,True,0.02,totalanalyse
p02-Blandeprøve-pel-9260-9110,Cr,Cr (Krom),75.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Cu,Cu (Kopper),38.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Hg,Hg (Kvikksølv),0.01,mg/kg,,True,0.01,totalanalyse
p02-Blandeprøve-pel-9260-9110,Ni,Ni (Nikkel),120.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Pb,Pb (Bly),11.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,Zn,Zn (Sink),67.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C12-C35,Fraksjon >C12-C35 (sum),15.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C16-C35,Fraksjon >C16-C35,15.0,mg/kg,,False,,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C35-C40,Fraksjon >C35-C40,25.0,mg/kg,,True,25.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0,totalanalyse
p02-Blandeprøve-pel-9260-9110,THC C10-C40,Sum >C10-C40,15.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C16-C35,Alifater >C16-C35,22.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C12-C35,Sum alifater >C12-C35 (M1),22.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Alifater C5-C35,Sum alifater >C5-C35 (M1),22.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Benzen,Benzen,0.024,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Toluen,Toluen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB52,PCB 52,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PCB7,Sum PCB-7,0.007,mg/kg,,True,0.007,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Acenaften,Acenaften,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Acenaftylen,Acenaftylen,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Antracen,Antracen,0.011,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Benzo(a)antracen,Benso(a)antracen^,0.011,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,BaP,Benso(a)pyren^,0.016,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,0.02,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Benzo(ghi)perylen,Benso(ghi)perylen,0.024,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Benzo(k)fluoranten,Benso(k)fluoranten^,0.018,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Fenantren,Fenantren,0.026,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Fluoranten,Fluoranten,0.037,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Fluoren,Fluoren,0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,0.015,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Krysen,Krysen^,0.027,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Naftalen,Naftalen,0.043,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Pyren,Pyren,0.042,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,PAH16,Sum PAH-16,0.27,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,As,As (Arsen),9.6,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Cd,Cd (Kadmium),0.13,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Cr,Cr (Krom),95.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Cu,Cu (Kopper),32.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Hg,Hg (Kvikksølv),0.01,mg/kg,,True,0.01,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Ni,Ni (Nikkel),120.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Pb,Pb (Bly),14.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,Zn,Zn (Sink),73.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C10-C12,Fraksjon >C10-C12,10.0,mg/kg,,True,10.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C12-C16,Fraksjon >C12-C16,10.0,mg/kg,,True,10.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C12-C35,Fraksjon >C12-C35 (sum),120.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C16-C35,Fraksjon >C16-C35,120.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C35-C40,Fraksjon >C35-C40,40.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C5-C6,Fraksjon >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C6-C8,Fraksjon >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C8-C10,Fraksjon >C8-C10,10.0,mg/kg,,True,10.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-0m,THC C10-C40,Sum >C10-C40,160.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C16-C35,Alifater >C16-C35,14.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C5-C6,Alifater >C5-C6,2.5,mg/kg,,True,2.5,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C6-C8,Alifater >C6-C8,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C12-C35,Sum alifater >C12-C35 (M1),14.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Alifater C5-C35,Sum alifater >C5-C35 (M1),14.0,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Benzen,Benzen,0.014,mg/kg,,False,,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Etylbenzen,Etylbensen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,BTEX,Sum BTEX (M1),0.1,mg/kg,,True,0.1,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Toluen,Toluen,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,Xylen,Xylener,0.04,mg/kg,,True,0.04,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB101,PCB 101,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB118,PCB 118,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB138,PCB 138,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB153,PCB 153,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB180,PCB 180,0.001,mg/kg,,True,0.001,totalanalyse
p02-Bunnrensk-Høviktoppen-a-05m,PCB28,PCB 28,0.001,mg/kg,,True,0.001,totalanalyse
