param_code,parameter,p02-BRMØ1 (mg/kg),p02-BRMØ1-kolonnetest (mg/L),p02-BRMØ1-ristetest (mg/kg),p02-Blandeprøve-bunnrensk-8960-8760 (mg/kg),p02-Blandeprøve-pel-10010---9810 (mg/kg),p02-Blandeprøve-pel-9260-9110 (mg/kg),p02-Blandeprøve-pel-9510---9310 (mg/kg),p02-Blandeprøve-pel-9760---9560 (mg/kg),p02-Bunnrensk-8760 (mg/kg),p02-Bunnrensk-8810 (mg/kg),p02-Bunnrensk-8860 (mg/kg),p02-Bunnrensk-8910 (mg/kg),p02-Bunnrensk-8960 (mg/kg),p02-Bunnrensk-9010 (mg/kg),p02-Bunnrensk-Høviktoppen (mg/kg),p02-Bunnrensk-Høviktoppen-a-05m (mg/kg),p02-Bunnrensk-Høviktoppen-a-0m (mg/kg),p02-Bunnrensk-Høviktoppen-b-05m (mg/kg),p02-Bunnrensk-Høviktoppen-b-0m (mg/kg),p02-Bunnrensk-Høviktoppen-c-05m (mg/kg),p02-Bunnrensk-Høviktoppen-c-0m (mg/kg),p02-Bunnrensk-Høviktoppen-c-15-2m (mg/kg),p02-Bunnrensk-fra-Høviktoppen-dag-4 (mg/kg),p02-Bunnrensk-pel-8760-Ved-utkjøring (mg/kg),p02-Bunnrensk-pel-8760-dag-3 (mg/kg),p02-Bunnrensk-pel-8760-dag-4 (mg/kg),p02-Bunnrensk-pel-8760-etter-utkjøring (mg/kg),p02-Bunnrensk-prøver-som-sjekkes-for-Benzen (mg/kg),p02-Bunnrenskprøve-8760 (mg/kg),p02-Bunnrenskprøve-pel-10010---9810 (mg/kg),p02-Bunnrenskprøve-pel-9810 (mg/kg),p02-Bunnrenskprøve-pel-9860 (mg/kg),p02-Bunnrenskprøve-pel-9910 (mg/kg),p02-Bunnrenskprøve-pel-9960 (mg/kg),p02-Bunnrenskprøver-8560 (mg/kg),p02-Bunnrenskprøver-8610 (mg/kg),p02-Bunnrenskprøver-8660 (mg/kg),p02-Bunnrenskprøver-8710 (mg/kg),p02-Grøftekant-9010 (mg/kg),p02-Grøfteslam (mg/kg),p02-PEL-8981 (mg/kg),p02-PEL-8981-Kolonnetest (mg/L),p02-PEL-8981-Ristetest (mg/kg),p02-PEL-9960 (mg/kg),p02-PEL-9960-Kolonnetest (mg/L),p02-PEL-9960-Ristetest (mg/kg),p02-Pel-8760---8560 (mg/kg),p02-Siste-utlekkingsprøve-Høviktoppen-pel-8760 (mg/kg)
Alifater C8-C10,Alifater >C8-C10,<5,,,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<2,<5,,,<5,,,<2,<2
Antracen,Antracen,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,,,,,,<0.010,<0.010,0.012,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
As,As (Arsen),4.84,0.0013,<0.010,8.8,9.6,10,12,7.8,7.1,11,6.8,4.3,6.3,4.3,,12,9.6,14,16,12,9.5,11,,,,,,7.7,3,7,8.6,6.3,8,6,2.7,6.2,5,7.4,7.8,6.4,16.7,0.0031,<0.010,7.1,0.0030,0.012,7.2,6.5
BTEX,Sum BTEX (M1),0.075,,,0.100,<0.100,0.170,0.190,0.170,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,<0.100,0.100,0.160,<0.100,<0.100,<0.100,<0.100,0.190,0.100,0.150,<0.100,<0.100,<0.100,<0.100,0.071,,,0.365,,,0.150,0.170
Ba,Ba (Barium),,0.191,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,2.78,,0.092,0.909,,
BaP,Benso(a)pyren^,<0.010,,,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,,<0.010,0.016,<0.010,<0.010,<0.010,0.012,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,0.011,<0.010
Benzen,Benzen,0.075,,,0.049,0.051,0.094,0.099,0.099,0.051,0.018,0.017,0.016,0.017,<0.010,0.015,0.014,0.024,0.043,0.037,0.017,0.036,0.015,0.015,0.011,<0.010,0.053,0.027,0.052,0.094,0.046,0.042,0.039,0.046,0.110,0.046,0.091,0.032,0.045,0.016,0.039,0.071,,,0.365,,,0.089,0.094
Benzo(a)antracen,Benso(a)antracen^,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
Benzo(b+j)fluoranten,Benso(b+j)fluoranten^,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.020,<0.010,<0.010,<0.010,0.019,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,,,,,0.012,<0.010
Benzo(b+j)fluoranten_sum,Sum av benso(b+j)fluoranten,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.010,,,<0.010,,,,
Benzo(ghi)perylen,Benso(ghi)perylen,<0.010,,,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,0.018,0.024,<0.010,<0.010,<0.010,0.019,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,0.010,<0.010,0.018,0.012,<0.010,0.013,<0.010,,,<0.010,,,0.015,<0.010
Benzo(k)fluoranten,Benso(k)fluoranten^,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.018,<0.010,<0.010,<0.010,0.013,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
C17/Pristan,C17/pristan,,,,,,,,,,,,,,,<0.050,,,,,,,,,<0.050,,1.6,0.130,,,,,,,,,,,,,,,,,,,,,
C18/Fytan,C18/fytan,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.5,,,,,,,,,,,,,,,,,,,,,
Cd,Cd (Kadmium),<0.100,0.0007,<0.0020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,,<0.020,0.130,0.061,<0.020,<0.020,0.057,<0.020,,,,,,0.049,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.020,<0.100,<0.0005,<0.0020,<0.100,<0.0005,<0.0020,0.250,0.180
Cl,Klorid (Cl-),,63.4,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,47.6,,43,13.6,,
Conductivity,Elektrisk konduktivitet,,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,1920,,,
Conductivity,Ledningsevne (konduktivitet),,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,52,,
Cr,Cr (Krom),33.4,0.020,0.056,76,68,75,67,86,70,65,54,52,60,44,,95,95,100,110,99,110,76,,,,,,67,89,56,58,58,53,35,46,52,44,58,60,52,54.4,0.125,0.080,40.3,0.057,<0.050,59,55
Cu,Cu (Kopper),30.8,0.026,0.023,36,55,38,28,44,41,46,46,32,30,28,,32,32,38,40,43,44,35,,,,,,31,28,24,28,26,24,25,21,27,17,28,31,47,43.9,0.028,0.031,34,0.014,0.011,32,30
"Dibenzo(a,h)antracen",Dibenso(ah)antracen^,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
Etylbenzen,Etylbensen,<0.200,,,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.040,<0.200,,,<0.200,,,<0.040,<0.040
F,Fluorid (F-),,0.731,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,3.73,,0.584,3.16,,
Fenantren,Fenantren,0.010,,,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.026,<0.010,<0.010,0.010,0.037,<0.010,,,,,,<0.010,<0.010,0.017,0.011,0.011,<0.010,0.011,0.011,0.012,0.011,0.015,<0.010,0.026,0.014,,,0.027,,,0.021,<0.010
Fluoranten,Fluoranten,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.037,<0.010,<0.010,<0.010,0.032,<0.010,,,,,,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,0.018,<0.010,,,<0.010,,,0.013,<0.010
Fluoren,Fluoren,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,<0.010,<0.010,<0.010,<0.010,0.010,<0.010,,,,,,<0.010,<0.010,0.011,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,0.014,<0.010,,,0.013,,,0.011,<0.010
Gjennomsnittlig flow,Gjennomsnittlig flow (ikke akkreditert),,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,13,,,
Hg,Hg (Kvikksølv),<0.200,0.0000,<0.0001,0.062,<0.010,<0.010,<0.010,<0.010,0.013,0.030,<0.010,<0.010,<0.010,0.010,,<0.010,<0.010,<0.010,0.010,<0.010,<0.010,0.011,,,,,,<0.010,<0.010,0.017,0.017,0.016,0.017,0.017,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.200,<0.0000,<0.0001,<0.200,0.0000,<0.0001,0.053,0.014
Høyde av materiale i kolonnen,Høyde av materiale i kolonnen (ikke akkreditert),,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,26,,,
"Indeno(1,2,3-cd)pyren",Indeno(123cd)pyren^,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.015,<0.010,<0.010,<0.010,0.012,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,0.015,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
Indre diameter i kolonnen,Indre diameter i kolonnen (ikke akkreditert),,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,
Krysen,Krysen^,<0.010,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,<0.010,0.027,<0.010,<0.010,<0.010,0.012,<0.010,,,,,,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,,<0.010,,,<0.010,<0.010
Løst organisk karbon (DOC),Løst organisk karbon (DOC),,18.8,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,11.9,,13.4,17,,
Mengde innveid,Mengde innveid,,,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,,,88.9,,
Mengde tørt materiale i kolonne,Mengde tørt materiale i kolonne (ikke akkreditert),,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,,,806,,,
Mo,Mo (Molybden),,0.254,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.543,,0.188,0.090,,
Naftalen,Naftalen,0.036,,,0.051,0.053,0.067,0.093,0.073,0.070,0.023,0.033,0.027,0.017,0.019,,0.036,0.043,0.059,0.035,0.052,0.095,0.052,,,,,,0.100,0.073,0.110,0.069,0.087,0.067,0.091,0.067,0.082,0.058,0.061,0.060,0.097,0.060,,,0.145,,,0.120,0.051
Ni,Ni (Nikkel),54.1,<0.0030,<0.030,120,120,120,92,130,110,110,85,89,90,66,,130,120,140,140,140,130,110,,,,,,100,94,84,98,91,87,70,67,81,61,95,85,78,71.8,<0.0030,<0.030,88,<0.0030,<0.030,82,90
PAH16,Sum PAH-16,,,,0.051,0.053,<0.160,<0.160,0.084,0.080,0.034,0.033,0.027,0.017,0.019,,<0.160,0.270,<0.160,<0.160,<0.160,0.280,<0.160,,,,,,0.110,0.073,0.200,0.080,0.110,0.067,0.100,0.088,0.100,0.099,0.120,0.060,0.210,,,,,,,0.230,0.051
PAH16,Sum of 16 PAH (M1),0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,,,0.200,,,,
PCB101,PCB 101,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB118,PCB 118,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB138,PCB 138,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB153,PCB 153,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB180,PCB 180,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB28,PCB 28,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB52,PCB 52,<0.0020,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,,,,,,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0010,<0.0020,,,<0.0020,,,<0.0010,<0.0010
PCB7,Sum PCB-7,<0.0070,,,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,,,,,,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,<0.0070,,,<0.0070,,,<0.0070,<0.0070
Pb,Pb (Bly),7.3,0.0027,<0.010,10,17,11,17,7.4,11,16,13,8.4,7.9,<1,,15,14,14,19,17,15,16,,,,,,9.2,6.9,9.1,11,6.5,9.8,7.8,6.5,12,4.9,10,13,12,11.5,0.0026,<0.010,9.6,0.0011,0.013,11,10
Phenol,Fenolindeks,,0.032,<0.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,<0.050,,0.022,0.090,,
Pyren,Pyren,<0.010,,,<0.010,<0.010,0.012,<0.010,0.011,0.010,<0.010,<0.010,<0.010,<0.010,<0.010,,0.011,0.042,0.014,<0.010,0.010,0.035,0.010,,,,,,0.010,<0.010,0.021,<0.010,0.010,<0.010,<0.010,<0.010,0.010,0.012,0.013,<0.010,0.045,<0.010,,,0.015,,,0.022,<0.010
SO4,Sulfat (SO4),,46.8,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,190,,209,510,,
Sb,Sb (Antimon),,0.0018,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070,0.012,,0.0016,0.024,,
Se,Se (Selen),,<0.0010,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074,<0.010,,0.0016,<0.010,,
Sum PAH carcinogene,Sum PAH carcinogene^,<0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.035,,,<0.035,,,,
TDS,Totalt løst stoff,,940,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,4240,,1470,2760,,
THC >C5-C35,Fraksjon >C5-C35 (sum),,,,,,,,,,,,,,,<70,,,,,,,,<70,<70,<70,68,82,,,,,,,,,,,,,,,,,,,,,
THC >C5-C35,"Fraksjon >C5-C35 (sum, NORM, M1)",435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4,,,69,,,,
THC C10-C12,Fraksjon >C10-C12,<3,,,,<10,<10,,,,,,,,,<10,<10,<10,<10,<10,<10,<10,,<10,<10,<10,<10,<10,,,<10,<10,<10,<10,<10,,,,,,<10,<3,,,<3,,,,<10
THC C10-C40,"Olje, Fraksjon >C10-C40",482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,76,,,,
THC C10-C40,Sum >C10-C40,,,,,31,15,,,,,,,,,,51,160,52,75,98,86,,,,,,,,,<70,17,14,<70,28,,,,,,34,,,,,,,,90
THC C12-C16,Fraksjon >C12-C16,6.4,,,,<10,<10,,,,,,,,,<10,<10,<10,<10,<10,<10,<10,,<10,<10,<10,<10,<10,,,<10,<10,<10,<10,<10,,,,,,<10,6.4,,,7,,,,<10
THC C12-C35,Fraksjon >C12-C35 (sum),,,,,31,15,,,,,,,,,<35,51,120,52,75,98,86,,<35,<35,<35,68,82,,,<35,17,14,<35,28,,,,,,34,,,,,,,,90
THC C12-C35,"Fraksjon >C12-C35 (sum, M1)",435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4,,,69,,,,
THC C16-C35,Fraksjon >C16-C35,429,,,,31,15,,,,,,,,,<10,51,120,52,75,98,86,,<10,<10,<10,68,82,,,<10,17,14,<10,28,,,,,,34,72,,,62,,,,90
THC C35-C40,Fraksjon >C35-C40,,,,,<25,<25,,,,,,,,,,<25,40,<25,<25,<25,<25,,,,,,,,,<25,<25,<25,<25,<25,,,,,,<25,,,,,,,,<25
THC C5-C6,Fraksjon >C5-C6,<7,,,,<2.5,<2.5,,,,,,,,,<2.5,<2.5,<2.5,<2.5,<2.5,<2.5,<2.5,,<2.5,<2.5,<2.5,<2.5,<2.5,,,<2.5,<2.5,<2.5,<2.5,<2.5,,,,,,<2.5,<7,,,<7,,,,<2.5
THC C6-C8,Fraksjon >C6-C8,<7,,,,<7,<7,,,,,,,,,<7,<7,<7,<7,<7,<7,<7,,<7,<7,<7,<7,<7,,,<7,<7,<7,<7,<7,,,,,,<7,<7,,,<7,,,,<7
THC C8-C10,Fraksjon >C8-C10,<5,,,,<10,<10,,,,,,,,,<10,<10,<10,<10,<10,<10,<10,,<10,<10,<10,<10,<10,,,<10,<10,<10,<10,<10,,,,,,<10,<5,,,<5,,,,<10
